text,meta,spans,label,accept,_input_hash,_task_hash
"Remember when this -JOHN DOE- cat thought he was all meow enough to taunt Trump and GOP about ""values?"" @-JOHN DOE-izer #maga URL","{'tweet_id': '921533948773138432', 'mask_map': {'<TARGET 1>': 'Robert Scoble'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Robert Scoble'}","[{'start': 19, 'end': 29, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1577493091,-2118311570
"-JOHN DOE- made small talk with all us extras one by one between takes, even though we were all boring stupid high schoolers and he didn't have to. Nice guy.","{'tweet_id': '929059623759261696', 'mask_map': {'<TARGET 1>': 'Richard Dreyfuss'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Richard Dreyfuss'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],711835834,-1739909272
Dandenong North - accident -JOHN DOE- Road at Brunet Street,"{'tweet_id': '925985317768773633', 'mask_map': {'<TARGET 1>': 'Todd Heatherton'}, 'target_label': '<TARGET 1>', 'target': 'Todd Heatherton'}","[{'start': 27, 'end': 37, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],990256007,-1010570061
The claims about <OTHER TARGET 2> and -JOHN DOE- I think are bullshit.,"{'tweet_id': '929385641095389185', 'mask_map': {'<TARGET 1>': 'Richard Dreyfuss', '<TARGET 2>': 'George Takei'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Richard Dreyfuss'}","[{'start': 38, 'end': 48, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1138052719,1015679009
All that's coming out about -JOHN DOE- is making me so sad and angry.,"{'tweet_id': '930357040299601921', 'mask_map': {'<TARGET 1>': 'Mark Schwahn'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Mark Schwahn'}","[{'start': 28, 'end': 38, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],7546918,1068192741
Is *this* what triggered your 2016 reporting on allegations against -JOHN DOE- (including the complaint filed against him by an NPR producer?),"{'tweet_id': '925800357011312640', 'mask_map': {'<TARGET 1>': 'Michael Oreskes'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Michael Oreskes'}","[{'start': 68, 'end': 78, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1417506563,566589383
Kirsten Dunst looked a bot sadder when I ran out of coke at an Oscar party 5 years ago than atpthe -JOHN DOE- -JOHN DOE- press conference at Cannes..,"{'tweet_id': '920926653781561344', 'mask_map': {'<TARGET 1>': 'Lars Von Trier'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Lars Von Trier'}","[{'start': 99, 'end': 109, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],199632435,696529443
#-JOHN DOE- and #<OTHER TARGET 1> need to be dropped into fucking bleach URL,"{'tweet_id': '922265935238512640', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'James Toback'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'James Toback'}","[{'start': 1, 'end': 11, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-510832879,592937911
Is the majority of fandom in agreement that -JOHN DOE- is a rapist?,"{'tweet_id': '928105546527293440', 'mask_map': {'<TARGET 1>': 'Ed Westwick'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ed Westwick'}","[{'start': 44, 'end': 54, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1309179460,-1633101201
"Netflix says production of House of Cards, starring -JOHN DOE-, has been suspended.","{'tweet_id': '925425680728449024', 'mask_map': {'<TARGET 1>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Kevin Spacey'}","[{'start': 52, 'end': 62, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],2036299407,-791238614
"I keep seeing ""Homosexuality and Pedophilia go hand in hand"" after -JOHN DOE-'s statement and I'm fucking devastated.","{'tweet_id': '924987256296886273', 'mask_map': {'<TARGET 1>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Kevin Spacey'}","[{'start': 67, 'end': 77, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1537252378,1497059144
-JOHN DOE- will probably just seek asylum with his homeboy Putin in Russia anyway.,"{'tweet_id': '928652951152877569', 'mask_map': {'<TARGET 1>': 'Steven Seagal'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Steven Seagal'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],206797287,1569657301
"And in other news... -JOHN DOE- has been accused of 6 sexual assaults. Wonder what his Ratpack co. partner, Steve Mnuchin makes of that?","{'tweet_id': '925725891270971392', 'mask_map': {'<TARGET 1>': 'Brett Ratner'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Brett Ratner'}","[{'start': 21, 'end': 31, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1198270065,746549048
"Nah fuck -JOHN DOE-, absolute trash","{'tweet_id': '922909206709133312', 'mask_map': {'<TARGET 1>': 'Ethan Kath'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ethan Kath'}","[{'start': 9, 'end': 19, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1704219570,1271672745
"-JOHN DOE- is a little bit of a pyromaniac. PARTY LEGENDS, MONDAYS, 7.55PM URL","{'tweet_id': '925173000189521921', 'mask_map': {'<TARGET 1>': 'Andy Dick'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Andy Dick'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-707980232,-454477774
"RT shani_o: ""We all left, and he’s still there.” D.C. Comics women reported sexual harassment from -JOHN DOE-;… URL","{'tweet_id': '929129220210610176', 'mask_map': {'<TARGET 1>': 'Eddie Berganza'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Eddie Berganza'}","[{'start': 99, 'end': 109, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1184568569,-1351762213
"This is not two friends out getting drinks or on a date, this is at work and you’re a senior editor at journalism company. And you’re -JOHN DOE-...let’s be honest the dude looks like a hairy Quasimodo.","{'tweet_id': '930344863694049280', 'mask_map': {'<TARGET 1>': 'Vince Ingenito'}, 'target_label': '<TARGET 1>', 'target': 'Vince Ingenito'}","[{'start': 134, 'end': 144, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-648481771,-2016339664
-JOHN DOE- is just another example of how tightly we hold our masks while judging others. Who knows what evil lies behind the mask if we loosen our grip,"{'tweet_id': '928991434732027905', 'mask_map': {'<TARGET 1>': 'Louis Ck'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Louis Ck'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],943138548,-55701952
-JOHN DOE-. Damn.,"{'tweet_id': '925024979762274304', 'mask_map': {'<TARGET 1>': 'Kevin Spacey'}, 'pattern_match': False, 'target_label': '<TARGET 1>', 'target': 'Kevin Spacey'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-80068745,-626212515
"So, why won't Netflix end it's contract with <OTHER TARGET 2>? They've ended ties with -JOHN DOE- and <OTHER TARGET 1>...","{'tweet_id': '929064400966881280', 'mask_map': {'<TARGET 1>': 'Louis Ck', '<TARGET 2>': 'Danny Masterson', '<TARGET 3>': 'Kevin Spacey'}, 'pattern_match': False, 'target_label': '<TARGET 3>', 'target': 'Kevin Spacey'}","[{'start': 87, 'end': 97, 'label': 'TARGET', 'target': '<TARGET 3>'}]",1,[1],-37058189,-282483860
Maybe it was -JOHN DOE- who sold her on the whole thing and now she's so fed up with the news onslaught she just wants nothing to do with it.,"{'tweet_id': '922996121051340800', 'mask_map': {'<TARGET 1>': 'Leon Wieseltier'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Leon Wieseltier'}","[{'start': 13, 'end': 23, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-2122560692,-216223100
"Ok, I've also got <OTHER TARGET 3>, from Amazon, and -JOHN DOE-, from Vox Media. And now <OTHER TARGET 1>.","{'tweet_id': '925760599203696640', 'mask_map': {'<TARGET 1>': 'Jeremy Piven', '<TARGET 2>': 'Lockhart Steele', '<TARGET 3>': 'Roy Price'}, 'pattern_match': False, 'target_label': '<TARGET 2>', 'target': 'Lockhart Steele'}","[{'start': 53, 'end': 63, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-594659768,1932318264
"-JOHN DOE- was forced to resign and went to jail for his action with no support from Dems. Republicans in contrary, support, defend and elect theirs","{'tweet_id': '928838295303442432', 'mask_map': {'<TARGET 1>': 'Matthew Weiner'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Matthew Weiner'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],2129146536,1607433406
"Girl just accuses <OTHER TARGET 1> of sexual misconduct in the '80s, no doubt because <OTHER TARGET 1> has election coming up. Oh wait! That's -JOHN DOE-'s excuse.","{'tweet_id': '929244709221994497', 'mask_map': {'<TARGET 1>': 'Richard Dreyfuss', '<TARGET 2>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Roy Moore'}","[{'start': 143, 'end': 153, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],615657708,1931417906
Wow...The floodgates have really opened up if -JOHN DOE- allegedly sexually harassed someone...Pray Tom Hanks remains unscathed.,"{'tweet_id': '925782789416370176', 'mask_map': {'<TARGET 1>': 'Dustin Hoffman'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Dustin Hoffman'}","[{'start': 46, 'end': 56, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1803759257,-1557434290
I left Facebook because I hated reading the comments section and now I have just read a thread on twitter stating that -JOHN DOE- can't be a rapist because he is hot and famous and that means no woman would say no to him. URL,"{'tweet_id': '928728640648392704', 'mask_map': {'<TARGET 1>': 'Ed Westwick'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ed Westwick'}","[{'start': 119, 'end': 129, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],604778730,619566475
"Translation: my fellow party member, -JOHN DOE-, gets a slap on the wrist for sexual misconduct. CALL FOR HIS RESIGNATION! He does not represent me, my neighbors, or Adams County.","{'tweet_id': '929783086870446080', 'mask_map': {'<TARGET 1>': 'Steve Lebsock'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Steve Lebsock'}","[{'start': 37, 'end': 47, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],667238789,-157068580
"Guess it's time for another ""Remember when Twitter was about ""Cilantro is the the Hitler of herbs' tweets?"" tweet. #-JOHN DOE-ChildMolester Ellen Page <OTHER TARGET 2> <OTHER TARGET 1> Alabama GOP","{'tweet_id': '929071407719358464', 'mask_map': {'<TARGET 1>': 'Brett Ratner', '<TARGET 2>': 'Jann Wenner', '<TARGET 3>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 3>', 'target': 'Roy Moore'}","[{'start': 116, 'end': 126, 'label': 'TARGET', 'target': '<TARGET 3>'}]",1,[1],-1321162203,578383722
These stories abt -JOHN DOE- and <OTHER TARGET 1> where everyone knew about their behavior but nobody said anything...just imagine (cont),"{'tweet_id': '923698551972020225', 'mask_map': {'<TARGET 1>': 'Mark Halperin', '<TARGET 2>': 'Harvey Weinstein'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Harvey Weinstein'}","[{'start': 18, 'end': 28, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],238024036,-1420533959
While -JOHN DOE- comes off as a total pig I can't even begin to imagine how many men in power get away with similar offenses,"{'tweet_id': '916320296738721792', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 6, 'end': 16, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],521545906,1564195626
"Unlike with some recently outed alleged predators (<OTHER TARGET 2>, really?), hearing this about -JOHN DOE- was utterly unsurprising.","{'tweet_id': '928733207457013760', 'mask_map': {'<TARGET 1>': 'Louis Ck', '<TARGET 2>': 'Jeffrey Tambor'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Louis Ck'}","[{'start': 98, 'end': 108, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1347766203,1576304193
"""-JOHN DOE- ... conducts research in social behavior focusing on self-regulation, self-esteem and self-referential processing."" URL","{'tweet_id': '925404684747190272', 'mask_map': {'<TARGET 1>': 'Todd Heatherton'}, 'target_label': '<TARGET 1>', 'target': 'Todd Heatherton'}","[{'start': 1, 'end': 11, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1730077091,714840404
*reads statement against -JOHN DOE-* *starts to type short commentary of thoughts* *stops* It's 2017. I better not. *Reads Vince's response* Really shouldn't say anything; it's 2017.,"{'tweet_id': '930185989527654401', 'mask_map': {'<TARGET 1>': 'Vince Ingenito'}, 'target_label': '<TARGET 1>', 'target': 'Vince Ingenito'}","[{'start': 25, 'end': 35, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1719344502,-354629290
"Liberals didn’t say a word when -JOHN DOE-, <OTHER TARGET 1>, or any other liberal democrat has been caught abusing children, boys and raping women. Funny how these trashy aholes think.","{'tweet_id': '928831197635112960', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Matthew Weiner'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Matthew Weiner'}","[{'start': 32, 'end': 42, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-418084939,-56036165
Katie Cassidy was cast purely based on her talent how dare you or anyone try to say she was casted for her looks if anything KC is a victim of -JOHN DOE- and he should get help if he has wronged any woman to be casted based on looks! KC=Queen=100000000% pure talent💪🏻💪🏻💪🏻 URL,"{'tweet_id': '929398379846819840', 'mask_map': {'<TARGET 1>': 'Andrew Kreisberg'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Andrew Kreisberg'}","[{'start': 143, 'end': 153, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1429079486,-958945859
"The more stories of sexual assault I hear, the more I fear raising a child in today's world. #<OTHER TARGET 1> #-JOHN DOE- #<OTHER TARGET 3> #Trump #Oreilly","{'tweet_id': '924992513458311168', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Kevin Spacey', '<TARGET 3>': 'James Toback'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Kevin Spacey'}","[{'start': 112, 'end': 122, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],1562722051,-677371889
Oh we are.The truth is the Clinton's paid for the dossier(fake news) $12 million and their house of cards will fall as fast as -JOHN DOE-,"{'tweet_id': '925501261339906050', 'mask_map': {'<TARGET 1>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Kevin Spacey'}","[{'start': 127, 'end': 137, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1676575765,1017557599
Really? As much as Tarantino? Or -JOHN DOE-? C'mon!,"{'tweet_id': '918301215305252864', 'mask_map': {'<TARGET 1>': 'Ben Affleck'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ben Affleck'}","[{'start': 33, 'end': 43, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1403187042,825057128
"This is true. There’s loads of queer men out there who’re misogynistic and absolute scum (i.e. Perez Hilton, -JOHN DOE-, etc.) and good respectable queers don’t associate with them URL","{'tweet_id': '929220962087682048', 'mask_map': {'<TARGET 1>': 'Gary Goddard'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Gary Goddard'}","[{'start': 109, 'end': 119, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-361208950,-760469898
#<OTHER TARGET 2> Hulu is looking better and better to a lot of people! #Hypocrite #<OTHER TARGET 3> #-JOHN DOE-,"{'tweet_id': '929177421265424384', 'mask_map': {'<TARGET 1>': 'Louis Ck', '<TARGET 2>': 'Danny Masterson', '<TARGET 3>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Louis Ck'}","[{'start': 102, 'end': 112, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],41741433,-1854799360
"Geez, not -JOHN DOE- too","{'tweet_id': '925823534584270848', 'mask_map': {'<TARGET 1>': 'Dustin Hoffman'}, 'pattern_match': False, 'target_label': '<TARGET 1>', 'target': 'Dustin Hoffman'}","[{'start': 10, 'end': 20, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1000700106,1622131609
"Let me ask you about Anthony <OTHER TARGET 2>, Robert Menendez, Bill Clinton, -JOHN DOE- and the list goes on. Would you like to have a conversation now?","{'tweet_id': '929400122877861889', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Matthew Weiner'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 78, 'end': 88, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1475390272,207652449
"Murders in mass everywhere. Dossier paid for by dnc Clinton. Fusion gps actually sets up jr with false info from a Russian lawyer. N Korea has icbms pointed at us. Bill Cosby, G -JOHN DOE-, K <OTHER TARGET 1>, all sexual predators. This seems like a parallel earth.","{'tweet_id': '929763752370720768', 'mask_map': {'<TARGET 1>': 'Kevin Spacey', '<TARGET 2>': 'George Takei'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'George Takei'}","[{'start': 178, 'end': 188, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],1083865832,1448102585
"-JOHN DOE-, media elite karma comes home to roost against -JOHN DOE- as a sexual predator, slime ball what do you have to say about him?","{'tweet_id': '926495159306432512', 'mask_map': {'<TARGET 1>': 'David Corn'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'David Corn'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1125474834,1904352271
"I don’t think anyone really cares what my take is on -JOHN DOE-, but here goes. What he did was horrible, but protecting him/covering up is worse. Nobody is so talented that they deserve protection for that. Whats coming out now should have come out a long time ago.","{'tweet_id': '929133785022697472', 'mask_map': {'<TARGET 1>': 'Eddie Berganza'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Eddie Berganza'}","[{'start': 53, 'end': 63, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-2085719523,909871064
"I understand that, off screen, accused sexual assailant -JOHN DOE- is a reserve deputy sheriff. Does he have to arrest himself, now?","{'tweet_id': '929235501978083329', 'mask_map': {'<TARGET 1>': 'Steven Seagal'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Steven Seagal'}","[{'start': 56, 'end': 66, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1557086736,-1075680050
Hey Joe: Where's -JOHN DOE-? You keeping him away from Mika? LOL,"{'tweet_id': '923512662671134720', 'mask_map': {'<TARGET 1>': 'Mark Halperin'}, 'pattern_match': False, 'target_label': '<TARGET 1>', 'target': 'Mark Halperin'}","[{'start': 17, 'end': 27, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1485209455,-1244586709
"Look, I'm deeply sorry. But how could anyone take a publisher called ""-JOHN DOE-"" seriously? 🤣 URL","{'tweet_id': '924954940925083648', 'mask_map': {'<TARGET 1>': 'Hamilton Fish'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Hamilton Fish'}","[{'start': 70, 'end': 80, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1096438369,-1702900641
Men are so disappointing. I loved -JOHN DOE- and <OTHER TARGET 1> and now in my eyes they’re trash.,"{'tweet_id': '928727974253355008', 'mask_map': {'<TARGET 1>': 'Kevin Spacey', '<TARGET 2>': 'Ed Westwick'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Ed Westwick'}","[{'start': 34, 'end': 44, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-931273715,767565135
Don’t want to be “that” bloke but expected better of CK and of -JOHN DOE-. Heard a story about <OTHER TARGET 1> a couple of years back so was expecting that 1,"{'tweet_id': '928738693044633602', 'mask_map': {'<TARGET 1>': 'Kevin Spacey', '<TARGET 2>': 'Jeffrey Tambor'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Jeffrey Tambor'}","[{'start': 63, 'end': 73, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],1632227276,-1690106946
"I've re-watched Stand by Me and Jaws lately and while watching both, thought to myself I really really hope no stories come out about -JOHN DOE- 😔","{'tweet_id': '929449514087387137', 'mask_map': {'<TARGET 1>': 'Richard Dreyfuss'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Richard Dreyfuss'}","[{'start': 134, 'end': 144, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-2050885179,-1438095388
"That, and Brie Larson having to hand human garbage person Casey -JOHN DOE- an Oscar.","{'tweet_id': '918187635604164608', 'mask_map': {'<TARGET 1>': 'Ben Affleck'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ben Affleck'}","[{'start': 64, 'end': 74, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-2129256509,1039737046
"That's a good idea🙌🙌 you know I'm tired reading articles where ppl DON'T understand what really the fandom feels about it. I'm tired with dumbs articles saying ""oh thanks @ -JOHN DOE- this was a good end thanks @ supergirl"" 🤦🏻‍♀ THEY CAN STOP REALLY","{'tweet_id': '929120644142391302', 'mask_map': {'<TARGET 1>': 'Andrew Kreisberg'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Andrew Kreisberg'}","[{'start': 173, 'end': 183, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1231108665,-1201599884
"Not to defend him, but if my parents had named me -JOHN DOE-, I might have felt a little like a victim, too.","{'tweet_id': '925419794752516101', 'mask_map': {'<TARGET 1>': 'Hamilton Fish'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Hamilton Fish'}","[{'start': 50, 'end': 60, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],785405461,1169834425
i genuinely hope men like -JOHN DOE- and <OTHER TARGET 1> will rot in prison for the rest of their days,"{'tweet_id': '929380561705226242', 'mask_map': {'<TARGET 1>': 'Eddie Berganza', '<TARGET 2>': 'Andrew Kreisberg'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Andrew Kreisberg'}","[{'start': 26, 'end': 36, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-141107623,300905622
"And, wow, -JOHN DOE- talking about Douglas....sounds like birds of a feather if you follow old Hollywood stories.","{'tweet_id': '925744375467884545', 'mask_map': {'<TARGET 1>': 'Brett Ratner'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Brett Ratner'}","[{'start': 10, 'end': 20, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1728533816,-843201654
"Loss of Money and Power have the Status Quo Globalist Socialist Dems, Repubs, and MSM unhinged..They will resort to slander (-JOHN DOE-) and murder (Seth Rich)..Stay Smart my friends 🇺🇸","{'tweet_id': '928964971551129600', 'mask_map': {'<TARGET 1>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Roy Moore'}","[{'start': 125, 'end': 135, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-851299115,-963840420
Not shocked 2 learn of #Amazon exec -JOHN DOE-'s treatment of Isa Hackett. This tool canceled successful feminist show #GoodGirlsRevolt,"{'tweet_id': '918648533548400640', 'mask_map': {'<TARGET 1>': 'Roy Price'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Roy Price'}","[{'start': 36, 'end': 46, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],410883608,-444975907
not surprised in the slightest that -JOHN DOE- aka Claudio Palmieri was abusing Alice Glass but i'm surprised none of us noticed before this,"{'tweet_id': '922942423457828864', 'mask_map': {'<TARGET 1>': 'Ethan Kath'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ethan Kath'}","[{'start': 36, 'end': 46, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1639572481,-840633721
"Wow, will that influence my spending habits??? #-JOHN DOE-","{'tweet_id': '918657962326892544', 'mask_map': {'<TARGET 1>': 'Roy Price'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Roy Price'}","[{'start': 48, 'end': 58, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-600238849,-57532230
Amazon has cancelled its European showcase next Thursday in light of Studios boss -JOHN DOE-'s suspension. Shame.,"{'tweet_id': '918912672590123008', 'mask_map': {'<TARGET 1>': 'Roy Price'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Roy Price'}","[{'start': 82, 'end': 92, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],120041703,-29708085
-JOHN DOE-? Hell who hasn’t been accused of sexual assault yet?,"{'tweet_id': '925683942266757122', 'mask_map': {'<TARGET 1>': 'Jeremy Piven'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Jeremy Piven'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1426108418,-2022495214
I'm sure you remember being abused. -JOHN DOE- doesn't remember abusing this kid! Until others come forward I don't believe this guy!,"{'tweet_id': '925349894977675264', 'mask_map': {'<TARGET 1>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Kevin Spacey'}","[{'start': 36, 'end': 46, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1941360166,1983858408
why does hollywood keep employing so many bad people rather than giving new people a chance? -JOHN DOE- isnt even a good actor.,"{'tweet_id': '926151896439672833', 'mask_map': {'<TARGET 1>': 'Danny Masterson'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Danny Masterson'}","[{'start': 93, 'end': 103, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],2147421699,-2077189235
Female? As in a woman? Really? -JOHN DOE-?,"{'tweet_id': '923946199715139584', 'mask_map': {'<TARGET 1>': 'Ken Baker'}, 'target_label': '<TARGET 1>', 'target': 'Ken Baker'}","[{'start': 31, 'end': 41, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1043892469,559913176
Drink water -JOHN DOE-!! Stay hydrated,"{'tweet_id': '922590427362062336', 'mask_map': {'<TARGET 1>': 'John Besh'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'John Besh'}","[{'start': 12, 'end': 22, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-2022318640,-1720278498
